"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"05-May-2026","CALSOFT","California Soft Ltd.","NEO APEX SHARE BROKING SERVICES LLP","SELL","4,95,000","18.94","-"
"05-May-2026","CAMS","Computer Age Mngt Ser Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","15,82,409","781.62","-"
"05-May-2026","DSSL","Dynacons Sys & Sol. Ltd.","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","75,280","1,285.85","-"
"05-May-2026","DWARKESH","Dwarikesh Sugar Industrie","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","10,51,402","51.40","-"
"05-May-2026","DWARKESH","Dwarikesh Sugar Industrie","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","17,53,598","51.25","-"
"05-May-2026","DWARKESH","Dwarikesh Sugar Industrie","QE SECURITIES LLP","SELL","12,13,186","50.86","-"
"05-May-2026","GARUDA","Garuda Construct N Eng L","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","5,76,934","193.02","-"
"05-May-2026","GCSL","Gretex Corporate Services","MANSUKH SECURITIES & FINANCE LIMITED","SELL","1,15,704","372.14","-"
"05-May-2026","IDEAFORGE","Ideaforge Techno Ltd","HRTI PRIVATE LIMITED","SELL","4,49,370","781.69","-"
"05-May-2026","IDEAFORGE","Ideaforge Techno Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,40,952","778.41","-"
"05-May-2026","IDEAFORGE","Ideaforge Techno Ltd","QE SECURITIES LLP","SELL","3,41,571","781.24","-"
"05-May-2026","IDEAFORGE","Ideaforge Techno Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,51,775","781.24","-"
"05-May-2026","INVICTA","Invicta Diagnostic Ltd","PINE OAK GLOBAL FUND","SELL","70,400","95.95","-"
"05-May-2026","IRMENERGY","IRM Energy Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,66,450","337.98","-"
