"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"27-Jan-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","BUY","6,00,560","253.82","-"
"27-Jan-2026","ANTELOPUS","Antelopus Selan Enrgy Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,06,345","570.37","-"
"27-Jan-2026","ANTELOPUS","Antelopus Selan Enrgy Ltd","HRTI PRIVATE LIMITED","BUY","3,77,205","566.24","-"
"27-Jan-2026","ANTELOPUS","Antelopus Selan Enrgy Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,48,940","576.17","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","HRTI PRIVATE LIMITED","BUY","4,17,183","295.40","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","MATHISYS ADVISORS LLP","BUY","2,23,510","298.23","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","3,29,383","296.43","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,44,465","296.07","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","QE SECURITIES LLP","BUY","2,22,338","295.57","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","1,57,919","296.34","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,71,934","589.57","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","QE SECURITIES LLP","BUY","1,55,112","589.61","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","MATHISYS ADVISORS LLP","BUY","1,41,507","589.08","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","THE MIRI STRATEGIC EMERGING MARKETS FUND LP","BUY","2,04,622","589.37","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","HRTI PRIVATE LIMITED","BUY","2,17,779","591.01","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","2,59,885","589.70","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,13,172","590.21","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","6,10,016","117.62","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","14,76,176","117.19","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","HRTI PRIVATE LIMITED","BUY","5,90,780","117.33","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","IRAGE BROKING SERVICES LLP","BUY","7,75,198","117.99","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","10,04,670","117.36","-"
"27-Jan-2026","HOMEFIRST","Home First Fin Co Ind Ltd","BNP PARIBAS FINANCIAL MARKETS","BUY","5,80,670","1,225.92","-"
"27-Jan-2026","INDIGRID","India Grid Trust","DEZERV SECURITIES PRIVATE LIMITED","BUY","15,33,750","163.92","-"
"27-Jan-2026","NIKITA","NIKITA GRENTEC RECYCL LTD","BLUEPEAK CONSULTANCY LLP","BUY","1,51,200","114.52","-"
"27-Jan-2026","NIKITA","NIKITA GRENTEC RECYCL LTD","BRIMMING WEALTH ADVISORS LLP","BUY","1,72,800","114.28","-"
"27-Jan-2026","OLIL","Oneclick Logistics Ind L","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","BUY","33,200","300.21","-"
"27-Jan-2026","OMFURN","Omfurn India Limited","SANDEEP SURESH BORSE","BUY","81,600","60.00","-"
"27-Jan-2026","RACLGEAR","RACL Geartech Limited","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","99,881","1,001.52","-"
"27-Jan-2026","RACLGEAR","RACL Geartech Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","79,815","1,016.00","-"
"27-Jan-2026","SPRL","SP Refractories Limited","SHANTILAL NARSHI GADA","BUY","40,000","141.95","-"
"27-Jan-2026","VLEGOV","VL E Gov and IT Sol Ltd","MONEYLEADER FINANCE INDIA PRIVATE LIMITED","BUY","13,35,605","14.02","-"
"27-Jan-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","SELL","6,12,516","255.42","-"
"27-Jan-2026","ANTELOPUS","Antelopus Selan Enrgy Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,10,755","571.26","-"
"27-Jan-2026","ANTELOPUS","Antelopus Selan Enrgy Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,49,196","576.53","-"
"27-Jan-2026","ANTELOPUS","Antelopus Selan Enrgy Ltd","HRTI PRIVATE LIMITED","SELL","3,89,289","571.16","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,29,383","296.67","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","1,57,919","296.06","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","QE SECURITIES LLP","SELL","2,24,305","294.54","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","MATHISYS ADVISORS LLP","SELL","2,22,458","297.19","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","HRTI PRIVATE LIMITED","SELL","3,79,321","294.82","-"
"27-Jan-2026","APEX","Apex Frozen Foods Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","2,44,593","296.52","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","MATHISYS ADVISORS LLP","SELL","1,43,177","590.42","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","1,71,934","589.76","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","HRTI PRIVATE LIMITED","SELL","2,30,475","589.35","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","2,13,186","590.60","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","QE SECURITIES LLP","SELL","1,58,251","589.96","-"
"27-Jan-2026","AWHCL","Antony Waste Hdg Cell Ltd","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","2,59,885","590.08","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","6,10,016","117.69","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","10,04,670","117.44","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","IRAGE BROKING SERVICES LLP","SELL","3,77,104","116.90","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","HRTI PRIVATE LIMITED","SELL","5,36,261","117.20","-"
"27-Jan-2026","EKC","Everest Kanto Cylinder Li","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","15,12,256","117.20","-"
"27-Jan-2026","ENCOMPAS","Encompass Design India L","MAHALAXMI BROKRAGE INDIA PRIVATE LIMITED","SELL","84,000","214.06","-"
"27-Jan-2026","HOMEFIRST","Home First Fin Co Ind Ltd","BNP PARIBAS FINANCIAL MARKETS","SELL","1,431","1,210.92","-"
"27-Jan-2026","INDIGRID","India Grid Trust","NEO TREASURY PLUS FUND","SELL","15,33,750","163.92","-"
"27-Jan-2026","NIKITA","NIKITA GRENTEC RECYCL LTD","BRIMMING WEALTH ADVISORS LLP","SELL","1,72,800","114.91","-"
"27-Jan-2026","ONDOOR","On Door Concepts Limited","NINEGROUP SECURITIES PRIVATE LIMITED","SELL","30,000","105.16","-"
"27-Jan-2026","RACLGEAR","RACL Geartech Limited","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","SELL","99,881","1,002.98","-"
"27-Jan-2026","RACLGEAR","RACL Geartech Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","79,815","1,017.05","-"
"27-Jan-2026","SIGACHI","Sigachi Industries Ltd","VIJAY AMRUTLAL BHAVSAR","SELL","24,73,605","20.60","-"
"27-Jan-2026","SIGACHI","Sigachi Industries Ltd","ANURAG REDDY NARREDDY","SELL","35,00,000","20.42","-"
"27-Jan-2026","SPRL","SP Refractories Limited","MANGLA SHANTILAL GADA","SELL","32,800","141.95","-"
"27-Jan-2026","SPRL","SP Refractories Limited","SPEXTRA MULTIBIZ PRIVATE LIMITED","SELL","14,400","141.95","-"
"27-Jan-2026","VLEGOV","VL E Gov and IT Sol Ltd","NISHANT  PITTI","SELL","17,03,851","14.06","-"
