"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"10-Mar-2026","ACETEC","Acetech E-Commerce Ltd","JAIN ARIHANT SURESH","BUY","1,16,400","114.00","-"
"10-Mar-2026","ACETEC","Acetech E-Commerce Ltd","ARIHANT CAPITAL MARKETS LIMITED","BUY","1,200","123.45","-"
"10-Mar-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","BUY","10,23,593","309.86","-"
"10-Mar-2026","AGRITECH","Agri-Tech (India) Limited","EMERALD SEEDS PRIVATE LIMITED","BUY","56,295","105.90","-"
"10-Mar-2026","ANNAPURNA","Annapurna Swadisht Ltd","REAL CAPITAL FINANCIAL SERVICES PRIVATE  LIMITED","BUY","1,74,500","163.13","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","QE SECURITIES LLP","BUY","6,49,361","407.06","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","MICROCURVES TRADING PRIVATE LIMITED","BUY","6,09,761","407.46","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","PATRONUS TRADETECH LLP","BUY","2,38,480","404.44","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","IRAGE BROKING SERVICES LLP","BUY","2,83,662","403.35","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","MATHISYS ADVISORS LLP","BUY","3,15,802","407.99","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","10,66,385","407.15","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","HRTI PRIVATE LIMITED","BUY","6,39,111","400.76","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","CLT RESEARCH TECH PRIVATE LTD","BUY","3,19,364","405.42","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","BUY","4,01,869","408.56","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","2,61,533","406.04","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","DIPAN MEHTA COMMODITIES PRIVATE LIMITED","BUY","4,90,205","404.72","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","3,70,801","404.36","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","10,08,563","407.24","-"
"10-Mar-2026","APOLLOPIPE","Apollo Pipes Limited","SHARE INDIA SECURITIES LIMITED","BUY","2,20,917","409.63","-"
