"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"20-Apr-2026","SAIFL","Sameera Agro And Infra L","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","2,16,000","10.07","-"
"20-Apr-2026","SUNREST-RE","Sunrest Lifescience Ltd","PRAKASH GOURISANKAR JHUNJHUNWALA","SELL","33,600","0.30","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","23,14,169","218.33","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","16,51,352","217.47","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","QE SECURITIES LLP","SELL","15,18,315","217.33","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","PUMA SECURITIES","SELL","13,72,105","217.72","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","HRTI PRIVATE LIMITED","SELL","30,55,809","216.91","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","SELL","13,64,378","217.42","-"
"20-Apr-2026","SWSOLAR","Strlng & Wil Ren Ene Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","23,05,693","218.20","-"
"20-Apr-2026","TRITURBINE","Triveni Turbine Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","24,83,288","582.86","-"
"20-Apr-2026","TRITURBINE","Triveni Turbine Limited","MICROCURVES TRADING PRIVATE LIMITED","SELL","27,05,416","583.06","-"
"20-Apr-2026","ASIANTILES","Asian Granito India Limit","HIREN PRANJIVANBHAI PATEL","BUY","19,92,659","77.56","-"
"20-Apr-2026","BHARATWIRE","Bharat Wire Ropes Ltd.","QE SECURITIES LLP","BUY","3,52,838","239.16","-"
"20-Apr-2026","BHARATWIRE","Bharat Wire Ropes Ltd.","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","7,49,430","238.34","-"
"20-Apr-2026","BHARATWIRE","Bharat Wire Ropes Ltd.","HRTI PRIVATE LIMITED","BUY","5,67,143","237.96","-"
"20-Apr-2026","BHARATWIRE","Bharat Wire Ropes Ltd.","NAND KISHORE TAORI","BUY","4,22,700","240.10","-"
"20-Apr-2026","BHARATWIRE","Bharat Wire Ropes Ltd.","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","6,02,797","238.53","-"
"20-Apr-2026","BHARATWIRE","Bharat Wire Ropes Ltd.","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","3,59,249","238.57","-"
"20-Apr-2026","EMSLIMITED","EMS Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,03,056","386.56","-"
"20-Apr-2026","EMSLIMITED","EMS Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","4,81,977","386.86","-"
"20-Apr-2026","GRAVISSHO","Graviss Hospitality Ltd.","NEO APEX SHARE BROKING SERVICES LLP","BUY","3,59,306","25.20","-"
"20-Apr-2026","GRAVISSHO","Graviss Hospitality Ltd.","ANANTROOP FINANCIAL ADVISORY SERVICES PRIVATE LIMITED","BUY","24,56,027","26.25","-"
"20-Apr-2026","HARDWYN","Hardwyn India Limited","MSB E TRADE SECURITIES LIMITED","BUY","33,27,614","24.65","-"
"20-Apr-2026","INNOVISION","Innovision Limited","NEOMILE CORPORATE ADVISORY LIMITED","BUY","16,63,238","327.46","-"
"20-Apr-2026","KCK","Kck Industries Limited","CHAUBARA EATS PRIVATE LIMITED","BUY","3,72,500","12.76","-"
"20-Apr-2026","NAGREEKCAP","Nagreeka Capital & Infras","AMIT KUMAR JAIN","BUY","81,052","34.95","-"
"20-Apr-2026","OSIAHYPER","Osia Hyper Retail Ltd","ISHAAN TRADEFIN LLP","BUY","9,35,061","4.96","-"
