"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"06-Apr-2026","ACETEC","Acetech E-Commerce Ltd","ARIHANT CAPITAL MARKETS LIMITED","BUY","2,66,400","128.99","-"
"06-Apr-2026","ACETEC","Acetech E-Commerce Ltd","DILIP RAMANLAL DOSHI","BUY","1,34,400","136.95","-"
"06-Apr-2026","AGIIL","Agi Infra Limited","ARTHKUMBH VENTURES LLP","BUY","7,68,000","311.34","-"
"06-Apr-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","BUY","19,25,566","310.01","-"
"06-Apr-2026","AMIRCHAND","Amir Chand Jag Kum (E) L","JAIMIN KAILASH GUPTA","BUY","11,50,000","162.00","-"
"06-Apr-2026","AMIRCHAND","Amir Chand Jag Kum (E) L","NEO APEX SHARE BROKING SERVICES LLP","BUY","7,50,000","162.00","-"
"06-Apr-2026","AMIRCHAND","Amir Chand Jag Kum (E) L","ISHAAN TRADEFIN LLP","BUY","25,00,235","162.07","-"
"06-Apr-2026","AMIRCHAND","Amir Chand Jag Kum (E) L","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","BUY","8,16,559","162.00","-"
"06-Apr-2026","ARUNAYA","Arunaya Organics Limited","MNM STOCK BROKING PVT LTD","BUY","1,08,000","15.40","-"
"06-Apr-2026","ATALREAL","Atal Realtech Limited","HJS SECURITIES PRIVATE LIMITED","BUY","7,85,000","24.53","-"
"06-Apr-2026","ATALREAL","Atal Realtech Limited","BULLPULSE MARKETEDGE PRIVATE LIMITED","BUY","7,00,000","24.51","-"
"06-Apr-2026","CKKRETAIL","C K K Retail Mart Limited","JAGID VANITABEN RAJENDRAPRASAD","BUY","1,61,600","125.01","-"
"06-Apr-2026","EASTSILK","Eastern Silk Indust. Ltd.","KHUSHBU ANKURKUMAR KHAMBHOLJA","BUY","33,241","60.42","-"
"06-Apr-2026","GANECOS","Ganesha Ecosphere Limited","IRAGE BROKING SERVICES LLP","BUY","1,52,797","1,105.65","-"
"06-Apr-2026","GANECOS","Ganesha Ecosphere Limited","QE SECURITIES LLP","BUY","1,34,260","1,106.20","-"
"06-Apr-2026","GANECOS","Ganesha Ecosphere Limited","HRTI PRIVATE LIMITED","BUY","3,69,783","1,104.26","-"
"06-Apr-2026","GANECOS","Ganesha Ecosphere Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,66,993","1,105.47","-"
"06-Apr-2026","GANECOS","Ganesha Ecosphere Limited","PUMA SECURITIES","BUY","1,37,241","1,107.12","-"
"06-Apr-2026","GANECOS","Ganesha Ecosphere Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,82,759","1,108.84","-"
"06-Apr-2026","HITECH","Hi-Tech Pipes Limited","PRIME INDIA POLYMIX PRIVATE LIMITED","BUY","11,46,283","79.39","-"
"06-Apr-2026","JARO","Jaro Ins of Tec Mg N Re L","SETU SECURITIES PVT LTD","BUY","1,50,000","437.62","-"
"06-Apr-2026","MARKOLINES","Markolines Pavement Tec L","VISTAAR TRADING SERVICE PRIVATE LIMITED","BUY","1,13,995","154.36","-"
"06-Apr-2026","OLIL","Oneclick Logistics Ind L","AFFLUENCE GEMS PRIVATELIMITED","BUY","1,28,000","319.97","-"
"06-Apr-2026","ONELIFECAP","Onelife Cap Advisors Ltd","S K MERCANTILE CREDIT PVT LTD  .","BUY","2,00,000","15.00","-"
"06-Apr-2026","ONELIFECAP","Onelife Cap Advisors Ltd","TARGET VINCOM PRIVATE LIMITED","BUY","3,50,000","15.00","-"
"06-Apr-2026","RNBDENIMS","R&B Denims Limited","NEO APEX SHARE BROKING SERVICES LLP","BUY","10,00,000","18.44","-"
"06-Apr-2026","RPSGVENT","RPSG VENTURES LIMITED","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,28,880","1,074.75","-"
"06-Apr-2026","RPSGVENT","RPSG VENTURES LIMITED","HRTI PRIVATE LIMITED","BUY","4,30,926","1,079.15","-"
"06-Apr-2026","RPSGVENT","RPSG VENTURES LIMITED","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,41,996","1,076.17","-"
"06-Apr-2026","SANSTAR","Sanstar Limited","SAHAJ SECURITIES LLP","BUY","10,00,000","77.30","-"
"06-Apr-2026","SENCO","Senco Gold Limited","MICROCURVES TRADING PRIVATE LIMITED","BUY","21,11,494","324.68","-"
"06-Apr-2026","SENCO","Senco Gold Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","12,81,200","322.94","-"
"06-Apr-2026","SILGO","Silgo Retail Limited","GOLDENDUNES BUILDERS AND DEVELOPERS PRIVATE LIMITED","BUY","2,39,900","74.46","-"
"06-Apr-2026","STRIDERS","Striders Impex Limited","LE MERITE EXPORTS LIMITED","BUY","1,26,400","65.45","-"
"06-Apr-2026","UCL","Ushanti Colour Chem Ltd","ORVANTA CORPORATION LLP","BUY","1,94,000","88.00","-"
"06-Apr-2026","UCL","Ushanti Colour Chem Ltd","RISING CORPORATION LLP","BUY","1,38,000","88.00","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","TWO ROADS TRADING PRIVATE LIMITED","BUY","4,37,671","610.12","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","DIPAN MEHTA COMMODITIES PRIVATE LIMITED","BUY","6,05,147","600.49","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","IRAGE BROKING SERVICES LLP","BUY","10,94,990","608.21","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","22,35,596","608.04","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","QICAP MARKETS LLP","BUY","5,40,492","606.15","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","QE SECURITIES LLP","BUY","7,14,751","604.04","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","MUSIGMA SECURITIES","BUY","4,81,148","610.81","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","19,21,806","605.84","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","HRTI PRIVATE LIMITED","BUY","5,85,443","603.42","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED","BUY","4,47,016","610.42","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","BUY","9,22,836","610.06","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","9,35,089","601.93","-"
"06-Apr-2026","VMART","Vmart Retail Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","9,77,325","600.23","-"
"06-Apr-2026","WEL","Wonder Electricals Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","7,44,536","80.52","-"
"06-Apr-2026","WEL","Wonder Electricals Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","8,43,347","80.46","-"
"06-Apr-2026","ACETEC","Acetech E-Commerce Ltd","BALAJI WHITE CEMENT PRIVATE LIMITED","SELL","2,64,000","129.00","-"
"06-Apr-2026","ACETEC","Acetech E-Commerce Ltd","ARIHANT CAPITAL MARKETS LIMITED","SELL","1,36,800","136.90","-"
"06-Apr-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","SELL","19,64,201","311.28","-"
