"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"29-Apr-2026","ACCPL","Accretion Pharma Limited","UNICORN FUND","BUY","67,200","102.60","-"
"29-Apr-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","BUY","16,76,260","380.23","-"
"29-Apr-2026","ASIANTILES","Asian Granito India Limit","ASHAPURA COMMODITIES","BUY","1,21,94,764","68.96","-"
"29-Apr-2026","ASIANTILES","Asian Granito India Limit","THAKKAR NILESHKUMAR FARSHURAM HUF","BUY","1,32,86,670","68.66","-"
"29-Apr-2026","BANDHANBNK","Bandhan Bank Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,18,35,129","197.58","-"
"29-Apr-2026","EMCURE","Emcure Pharmaceuticals L","NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL","BUY","18,00,000","1,608.20","-"
"29-Apr-2026","EPACK","EPACK Durable Limited","HRTI PRIVATE LIMITED","BUY","6,61,092","287.63","-"
"29-Apr-2026","EPACK","EPACK Durable Limited","QE SECURITIES LLP","BUY","4,97,225","288.41","-"
"29-Apr-2026","EPACK","EPACK Durable Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","4,85,246","288.34","-"
"29-Apr-2026","EPACK","EPACK Durable Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","5,03,458","288.33","-"
"29-Apr-2026","GCSL","Gretex Corporate Services","MANSUKH SECURITIES & FINANCE LIMITED","BUY","2,12,979","356.52","-"
"29-Apr-2026","GREENPLY","Greenply Industries Ltd","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","9,41,908","286.13","-"
"29-Apr-2026","GREENPLY","Greenply Industries Ltd","PUMA SECURITIES","BUY","11,26,269","286.19","-"
"29-Apr-2026","GREENPLY","Greenply Industries Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","14,37,076","287.20","-"
